Transaction ID,Date,Timestamp,Tax Status,Transaction Type,Refund Type,Product Title,Product ID,Product Type,SKU ID,Hardware,Country of Buyer,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Financial Status,Device Model,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer
GPA.3320-8343-2426-57195,2021-07-01,11:38:44 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv7as,US,AR,72756,USD,5.49,0.84425,EUR,4.63,,,,,,,,,,
GPA.3320-8343-2426-57195,2021-07-01,11:38:44 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv7as,US,AR,72756,USD,-0.82,0.84425,EUR,-0.69,,,,,,,,,,
GPA.3360-1908-2395-98097,2021-07-02,12:30:56 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,BR,RJ,27115010,BRL,20.99,0.16726,EUR,3.51,,,,,,,,,,
GPA.3360-1908-2395-98097,2021-07-02,12:30:56 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,BR,RJ,27115010,BRL,-3.15,0.16726,EUR,-0.53,,,,,,,,,,
GPA.3360-1908-2395-98097,2021-07-02,12:30:56 AM PDT,Brazil CIDE Withholding Tax,Tax,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,BR,RJ,27115010,EUR,-0.35,1.0,EUR,-0.35,,,,,,,,,,
GPA.3360-1908-2395-98097,2021-07-02,12:30:56 AM PDT,Brazil CIDE Withholding Tax,Tax,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,BR,RJ,27115010,EUR,0.06,1.0,EUR,0.06,,,,,,,,,,
GPA.3360-1908-2395-98097,2021-07-02,12:30:56 AM PDT,Brazil IRRF Withholding Tax,Tax,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,BR,RJ,27115010,EUR,0.08,1.0,EUR,0.08,,,,,,,,,,
GPA.3360-1908-2395-98097,2021-07-02,12:30:56 AM PDT,Brazil IRRF Withholding Tax,Tax,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2s,BR,RJ,27115010,EUR,-0.53,1.0,EUR,-0.53,,,,,,,,,,
GPA.3315-2392-2736-45396,2021-07-02,1:14:54 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,KS,66046,USD,5.49,0.8452,EUR,4.64,,,,,,,,,,
GPA.3315-2392-2736-45396,2021-07-02,1:14:54 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c2q,US,KS,66046,USD,-0.82,0.8452,EUR,-0.69,,,,,,,,,,
GPA.3375-8324-3272-36031,2021-07-02,1:16:01 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2q,US,KS,66046,USD,3.49,0.8452,EUR,2.95,,,,,,,,,,
GPA.3375-8324-3272-36031,2021-07-02,1:16:01 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c2q,US,KS,66046,USD,-0.52,0.8452,EUR,-0.44,,,,,,,,,,
GPA.3333-5044-6742-66954,2021-07-02,12:03:32 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sunfish,US,CA,92310,USD,3.49,0.84255,EUR,2.94,,,,,,,,,,
GPA.3333-5044-6742-66954,2021-07-02,12:03:32 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sunfish,US,CA,92310,USD,-0.52,0.84255,EUR,-0.44,,,,,,,,,,
GPA.3362-2448-1377-79899,2021-07-02,4:27:24 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mmh4x,US,AZ,85017,USD,3.49,0.84285,EUR,2.94,,,,,,,,,,
GPA.3362-2448-1377-79899,2021-07-02,4:27:24 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mmh4x,US,AZ,85017,USD,-0.52,0.84285,EUR,-0.44,,,,,,,,,,
GPA.3324-3609-7148-02552,2021-07-02,4:27:38 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mmh4x,US,AZ,85017,USD,5.49,0.84285,EUR,4.63,,,,,,,,,,
GPA.3324-3609-7148-02552,2021-07-02,4:27:38 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mmh4x,US,AZ,85017,USD,-0.82,0.84285,EUR,-0.69,,,,,,,,,,
GPA.3362-9079-9421-09005,2021-07-02,8:44:48 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,coral,US,TX,77077,USD,5.49,0.84285,EUR,4.63,,,,,,,,,,
GPA.3362-9079-9421-09005,2021-07-02,8:44:48 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,coral,US,TX,77077,USD,-0.82,0.84285,EUR,-0.69,,,,,,,,,,
GPA.3302-6690-7013-56794,2021-07-02,8:45:05 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,coral,US,TX,77077,USD,3.49,0.84285,EUR,2.94,,,,,,,,,,
GPA.3302-6690-7013-56794,2021-07-02,8:45:05 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,coral,US,TX,77077,USD,-0.52,0.84285,EUR,-0.44,,,,,,,,,,
GPA.3354-9301-2022-24839,2021-07-02,9:25:06 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,WA,98597,USD,5.49,0.84285,EUR,4.63,,,,,,,,,,
GPA.3354-9301-2022-24839,2021-07-02,9:25:06 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,WA,98597,USD,-0.82,0.84285,EUR,-0.69,,,,,,,,,,
GPA.3389-8940-0332-72343,2021-07-03,6:00:25 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus9Pro,US,NC,27028,USD,5.49,0.84285,EUR,4.63,,,,,,,,,,
GPA.3389-8940-0332-72343,2021-07-03,6:00:25 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus9Pro,US,NC,27028,USD,-0.82,0.84285,EUR,-0.69,,,,,,,,,,
GPA.3390-8028-7805-87419,2021-07-03,10:35:54 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7topeltetfnvzw,US,MT,59404,USD,3.49,0.84285,EUR,2.94,,,,,,,,,,
GPA.3390-8028-7805-87419,2021-07-03,10:35:54 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7topeltetfnvzw,US,MT,59404,USD,-0.52,0.84285,EUR,-0.44,,,,,,,,,,
GPA.3376-3067-7831-53363,2021-07-03,11:29:04 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,CA,AB,T2Y 4S7,CAD,7.49,0.68402,EUR,5.12,,,,,,,,,,
GPA.3376-3067-7831-53363,2021-07-03,11:29:04 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,CA,AB,T2Y 4S7,CAD,-1.12,0.68402,EUR,-0.77,,,,,,,,,,
GPA.3382-9681-9590-59137,2021-07-03,1:59:48 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qlteue,US,IL,60345,USD,5.49,0.84285,EUR,4.63,,,,,,,,,,
GPA.3382-9681-9590-59137,2021-07-03,1:59:48 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qlteue,US,IL,60345,USD,-0.82,0.84285,EUR,-0.69,,,,,,,,,,
GPA.3367-3415-0235-59711,2021-07-03,2:03:02 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWMAR,DE,,31311,EUR,3.56,1.0,EUR,3.56,,,,,,,,,,
GPA.3360-1710-6310-70411,2021-07-03,3:24:23 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ocean,US,TX,78666,USD,3.49,0.84285,EUR,2.94,,,,,,,,,,
GPA.3360-1710-6310-70411,2021-07-03,3:24:23 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ocean,US,TX,78666,USD,-0.52,0.84285,EUR,-0.44,,,,,,,,,,
GPA.3356-0649-0117-45330,2021-07-03,4:37:50 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,IL,61101,USD,5.49,0.84285,EUR,4.63,,,,,,,,,,
GPA.3356-0649-0117-45330,2021-07-03,4:37:50 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d1q,US,IL,61101,USD,-0.82,0.84285,EUR,-0.69,,,,,,,,,,
GPA.3396-6118-1265-90417,2021-07-03,5:04:22 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,AZ,85206,USD,3.49,0.84285,EUR,2.94,,,,,,,,,,
GPA.3396-6118-1265-90417,2021-07-03,5:04:22 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,AZ,85206,USD,-0.52,0.84285,EUR,-0.44,,,,,,,,,,
GPA.3328-9062-1092-54467,2021-07-03,6:06:26 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OP4C45L1,AU,VIC,3840,AUD,4.35,0.63439,EUR,2.76,,,,,,,,,,
GPA.3328-9062-1092-54467,2021-07-03,6:06:26 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OP4C45L1,AU,VIC,3840,AUD,-0.65,0.63439,EUR,-0.41,,,,,,,,,,
GPA.3392-9375-4562-87563,2021-07-03,8:16:15 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,UT,84042,USD,5.49,0.84285,EUR,4.63,,,,,,,,,,
GPA.3392-9375-4562-87563,2021-07-03,8:16:15 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,UT,84042,USD,-0.82,0.84285,EUR,-0.69,,,,,,,,,,
GPA.3365-7667-3117-90834,2021-07-03,10:53:58 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlusN10METRO,US,ID,83704,USD,3.49,0.84285,EUR,2.94,,,,,,,,,,
GPA.3365-7667-3117-90834,2021-07-03,10:53:58 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlusN10METRO,US,ID,83704,USD,-0.52,0.84285,EUR,-0.44,,,,,,,,,,
GPA.3316-0901-6739-98530,2021-07-04,4:20:49 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWVOG,GB,,NG318QT,GBP,1.84,1.1653,EUR,2.14,,,,,,,,,,
GPA.3362-3324-3507-84467,2021-07-04,4:22:11 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWVOG,GB,,NG318QT,GBP,2.97,1.1653,EUR,3.46,,,,,,,,,,
GPA.3369-1220-3796-58097,2021-07-04,7:22:26 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv1,US,VA,23069,USD,3.49,0.84285,EUR,2.94,,,,,,,,,,
GPA.3369-1220-3796-58097,2021-07-04,7:22:26 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv1,US,VA,23069,USD,-0.52,0.84285,EUR,-0.44,,,,,,,,,,
GPA.3329-7526-0007-05593,2021-07-04,1:38:02 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a10e,US,MO,63755,USD,5.49,0.8429,EUR,4.63,,,,,,,,,,
GPA.3329-7526-0007-05593,2021-07-04,1:38:02 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a10e,US,MO,63755,USD,-0.82,0.8429,EUR,-0.69,,,,,,,,,,
GPA.3329-8771-3616-29199,2021-07-04,1:52:30 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,US,MO,64866,USD,5.49,0.8429,EUR,4.63,,,,,,,,,,
GPA.3329-8771-3616-29199,2021-07-04,1:52:30 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,US,MO,64866,USD,-0.82,0.8429,EUR,-0.69,,,,,,,,,,
GPA.3398-3275-4415-50631,2021-07-04,1:53:14 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51,US,MO,64866,USD,3.49,0.8429,EUR,2.94,,,,,,,,,,
GPA.3398-3275-4415-50631,2021-07-04,1:53:14 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51,US,MO,64866,USD,-0.52,0.8429,EUR,-0.44,,,,,,,,,,
GPA.3338-7595-0999-57690,2021-07-04,2:42:52 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus7Pro,GB,,HP144RR,GBP,1.84,1.1656,EUR,2.14,,,,,,,,,,
GPA.3306-6800-6135-84144,2021-07-04,9:49:37 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqlteue,US,ID,83655,USD,3.49,0.84355,EUR,2.94,,,,,,,,,,
GPA.3306-6800-6135-84144,2021-07-04,9:49:37 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqlteue,US,ID,83655,USD,-0.52,0.84355,EUR,-0.44,,,,,,,,,,
GPA.3382-4016-9582-87311,2021-07-04,9:49:53 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqlteue,US,ID,83655,USD,5.49,0.84355,EUR,4.63,,,,,,,,,,
GPA.3382-4016-9582-87311,2021-07-04,9:49:53 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqlteue,US,ID,83655,USD,-0.82,0.84355,EUR,-0.69,,,,,,,,,,
GPA.3308-8977-8731-51257,2021-07-04,11:26:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crosshatch,US,CA,90601,USD,5.49,0.8434,EUR,4.63,,,,,,,,,,
GPA.3308-8977-8731-51257,2021-07-04,11:26:11 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crosshatch,US,CA,90601,USD,-0.82,0.8434,EUR,-0.69,,,,,,,,,,
GPA.3338-8416-3407-51148,2021-07-05,5:52:19 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7toplteatt,US,VA,22033,USD,5.49,0.8419,EUR,4.62,,,,,,,,,,
GPA.3338-8416-3407-51148,2021-07-05,5:52:19 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7toplteatt,US,VA,22033,USD,-0.82,0.8419,EUR,-0.69,,,,,,,,,,
GPA.3314-6955-6805-45904,2021-07-05,6:52:41 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8s,ZA,,7530,ZAR,43.47,0.059273,EUR,2.58,,,,,,,,,,
GPA.3314-6955-6805-45904,2021-07-05,6:52:41 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8s,ZA,,7530,ZAR,-6.52,0.059273,EUR,-0.39,,,,,,,,,,
GPA.3393-7360-7995-58433,2021-07-05,7:33:15 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2s,RU,Москва,117437,RUB,299.17,0.011471,EUR,3.43,,,,,,,,,,
GPA.3393-7360-7995-58433,2021-07-05,7:33:15 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2s,RU,Москва,117437,RUB,-44.88,0.011471,EUR,-0.51,,,,,,,,,,
GPA.3345-6820-2870-55311,2021-07-05,10:58:21 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh5lm,US,FL,34957,USD,5.49,0.84275,EUR,4.63,,,,,,,,,,
GPA.3345-6820-2870-55311,2021-07-05,10:58:21 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh5lm,US,FL,34957,USD,-0.82,0.84275,EUR,-0.69,,,,,,,,,,
GPA.3384-1383-3209-88382,2021-07-05,1:21:46 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,MI,48706,USD,5.49,0.8425,EUR,4.63,,,,,,,,,,
GPA.3384-1383-3209-88382,2021-07-05,1:21:46 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,MI,48706,USD,-0.82,0.8425,EUR,-0.69,,,,,,,,,,
GPA.3345-0182-9828-92066,2021-07-05,1:58:20 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh5lm-8m,US,IN,47283,USD,5.49,0.8425,EUR,4.63,,,,,,,,,,
GPA.3345-0182-9828-92066,2021-07-05,1:58:20 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh5lm-8m,US,IN,47283,USD,-0.82,0.8425,EUR,-0.69,,,,,,,,,,
GPA.3304-0595-7374-89850,2021-07-05,1:58:30 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mh5lm-8m,US,IN,47283,USD,3.49,0.8425,EUR,2.94,,,,,,,,,,
GPA.3304-0595-7374-89850,2021-07-05,1:58:30 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mh5lm-8m,US,IN,47283,USD,-0.52,0.8425,EUR,-0.44,,,,,,,,,,
GPA.3397-2937-1404-10649,2021-07-05,4:37:07 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,KS,67005,USD,5.49,0.84285,EUR,4.63,,,,,,,,,,
GPA.3397-2937-1404-10649,2021-07-05,4:37:07 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,KS,67005,USD,-0.82,0.84285,EUR,-0.69,,,,,,,,,,
GPA.3380-5027-1712-39763,2021-07-06,9:42:30 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,IL,62960,USD,3.49,0.8451,EUR,2.95,,,,,,,,,,
GPA.3380-5027-1712-39763,2021-07-06,9:42:30 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,IL,62960,USD,-0.52,0.8451,EUR,-0.44,,,,,,,,,,
GPA.3396-2567-9973-04916,2021-07-06,11:51:29 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,ID,83704,USD,5.49,0.8464,EUR,4.65,,,,,,,,,,
GPA.3396-2567-9973-04916,2021-07-06,11:51:29 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,ID,83704,USD,-0.82,0.8464,EUR,-0.69,,,,,,,,,,
GPA.3386-9827-9608-69036,2021-07-06,11:54:27 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,NE,68136,USD,5.49,0.8464,EUR,4.65,,,,,,,,,,
GPA.3386-9827-9608-69036,2021-07-06,11:54:27 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a12u,US,NE,68136,USD,-0.82,0.8464,EUR,-0.69,,,,,,,,,,
GPA.3367-0417-3683-26348,2021-07-06,4:00:21 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,CA,ON,L0B 1J0,CAD,7.49,0.67893,EUR,5.09,,,,,,,,,,
GPA.3367-0417-3683-26348,2021-07-06,4:00:21 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,CA,ON,L0B 1J0,CAD,-1.12,0.67893,EUR,-0.76,,,,,,,,,,
GPA.3369-4076-4060-61407,2021-07-06,6:59:34 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,MD,21811,USD,3.49,0.84605,EUR,2.95,,,,,,,,,,
GPA.3369-4076-4060-61407,2021-07-06,6:59:34 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,MD,21811,USD,-0.52,0.84605,EUR,-0.44,,,,,,,,,,
GPA.3329-9917-9894-43010,2021-07-07,9:29:17 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,flame,US,CA,91755,USD,3.49,0.8474,EUR,2.96,,,,,,,,,,
GPA.3329-9917-9894-43010,2021-07-07,9:29:17 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,flame,US,CA,91755,USD,-0.52,0.8474,EUR,-0.44,,,,,,,,,,
GPA.3377-5566-6334-18084,2021-07-07,12:06:26 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HWVOG,GB,,CH49 6PG,GBP,2.97,1.1689,EUR,3.47,,,,,,,,,,
GPA.3313-1255-5826-79153,2021-07-07,12:09:31 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a01q,US,TX,79087,USD,3.49,0.84745,EUR,2.96,,,,,,,,,,
GPA.3313-1255-5826-79153,2021-07-07,12:09:31 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a01q,US,TX,79087,USD,-0.52,0.84745,EUR,-0.44,,,,,,,,,,
GPA.3388-4303-3297-88921,2021-07-07,3:34:45 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a01q,US,TX,79087,USD,5.49,0.84815,EUR,4.66,,,,,,,,,,
GPA.3388-4303-3297-88921,2021-07-07,3:34:45 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a01q,US,TX,79087,USD,-0.82,0.84815,EUR,-0.7,,,,,,,,,,
GPA.3345-5885-1333-51204,2021-07-07,3:37:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dreamqltecan,CA,QC,H9H 4Y2,CAD,4.49,0.67974,EUR,3.05,,,,,,,,,,
GPA.3345-5885-1333-51204,2021-07-07,3:37:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,dreamqltecan,CA,QC,H9H 4Y2,CAD,-0.67,0.67974,EUR,-0.46,,,,,,,,,,
GPA.3386-5295-8120-17454,2021-07-07,3:53:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltecan,CA,QC,H9H 4Y2,CAD,7.49,0.67974,EUR,5.09,,,,,,,,,,
GPA.3386-5295-8120-17454,2021-07-07,3:53:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltecan,CA,QC,H9H 4Y2,CAD,-1.12,0.67974,EUR,-0.76,,,,,,,,,,
GPA.3392-9653-2144-70070,2021-07-07,8:42:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,NY,14701,USD,5.49,0.8484,EUR,4.66,,,,,,,,,,
GPA.3392-9653-2144-70070,2021-07-07,8:42:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,NY,14701,USD,-0.82,0.8484,EUR,-0.7,,,,,,,,,,
